StudentID,DeviceType,Study_Hours,Engagement_Score,Performance_Rating,Department,AgeGroup,Region,Internet_Performance_Impact
1221,Smartphone,4.9,75.14,83.4,Medical,18-22,South,-5.2
1222,Desktop,5.5,55.18,66.49,Arts,23-30,Central,-4.83
1223,Desktop,6.0,65.56,75.45,Business,23-30,West,-6.52
1224,Tablet,6.0,71.6,68.48,Arts,18-22,Central,-7.87
1225,Tablet,5.7,73.59,77.03,Business,23-30,East,-2.7
1226,Desktop,6.5,55.81,75.19,Medical,23-30,Central,2.52
1227,Tablet,4.4,61.17,71.7,Arts,18-22,Central,4.32
1228,Laptop,6.5,79.8,76.03,Medical,Under 18,North,-8.06
1229,Tablet,4.7,81.1,65.65,Arts,Under 18,West,2.35
1230,Hybrid Device,6.1,57.08,77.25,Business,23-30,West,2.37
1231,Tablet,5.2,64.27,75.12,Sciences,23-30,East,-4.17
1232,Smartphone,4.2,70.89,77.16,Sciences,Under 18,South,-8.35
1233,Laptop,6.5,74.0,77.2,Engineering,23-30,North,4.85
1234,Smartphone,4.3,71.65,77.3,Engineering,Under 18,East,-0.17
1235,Smartphone,3.1,61.35,82.07,Medical,18-22,East,4.73
1236,Hybrid Device,5.9,51.1,68.23,Arts,23-30,West,-2.75
1237,Laptop,6.3,68.55,72.37,Engineering,18-22,North,-4.07
1238,Laptop,5.6,71.46,72.3,Business,Under 18,West,-6.29
1239,Laptop,5.6,81.17,71.9,Sciences,Under 18,South,4.75
1240,Laptop,5.2,77.98,68.36,Arts,18-22,West,-6.2
1241,Laptop,5.8,56.51,77.55,Sciences,23-30,Central,-9.64
1242,Hybrid Device,7.0,72.58,73.05,Arts,18-22,West,-2.31
1243,Tablet,4.6,60.85,81.36,Engineering,18-22,Central,-4.34
1244,Smartphone,4.1,59.66,81.99,Engineering,23-30,East,-6.08
1245,Laptop,6.5,74.39,79.34,Medical,Under 18,South,-0.48
1246,Tablet,4.0,64.57,67.27,Arts,18-22,Central,-4.54
1247,Tablet,5.8,72.89,75.6,Business,18-22,South,-3.97
1248,Smartphone,3.8,71.95,80.81,Engineering,Under 18,West,-9.65
1249,Hybrid Device,6.7,77.21,79.66,Medical,18-22,West,-1.16
1250,Desktop,5.1,79.97,77.05,Engineering,Under 18,East,-8.17
1251,Desktop,5.3,67.77,71.08,Sciences,23-30,West,-6.79
1252,Tablet,4.6,84.03,76.2,Engineering,Under 18,Central,0.76
1253,Smartphone,3.7,84.14,68.87,Arts,Under 18,East,-5.3
1254,Desktop,6.7,71.03,78.52,Medical,18-22,South,-7.55
1255,Tablet,4.0,77.43,73.87,Arts,Under 18,East,-1.34
1256,Hybrid Device,6.3,75.03,70.59,Business,Under 18,South,-6.78
1257,Desktop,5.3,74.31,79.72,Business,18-22,North,-5.94
1258,Tablet,5.6,78.07,72.08,Engineering,Under 18,Central,-0.68
1259,Tablet,5.6,78.66,84.46,Medical,18-22,Central,1.1
1260,Laptop,6.0,55.97,80.48,Medical,23-30,South,1.09
1261,Hybrid Device,5.4,74.65,82.02,Medical,Under 18,West,-2.77
1262,Laptop,6.3,57.9,76.87,Medical,23-30,West,-3.19
1263,Smartphone,3.3,82.09,78.54,Engineering,Under 18,North,1.81
1264,Laptop,5.4,71.49,73.82,Arts,Under 18,South,-7.1
1265,Laptop,6.3,61.39,73.39,Engineering,23-30,North,-7.72
1266,Desktop,7.0,60.69,66.27,Arts,23-30,South,-0.03
1267,Tablet,5.8,61.46,72.43,Sciences,18-22,North,-3.86
1268,Hybrid Device,6.2,68.22,71.29,Sciences,18-22,South,0.65
1269,Laptop,6.1,62.83,66.11,Arts,23-30,Central,-6.15
1270,Hybrid Device,7.0,70.98,78.78,Engineering,Under 18,North,-5.13
1271,Laptop,6.1,70.2,72.14,Business,18-22,North,3.45
1272,Smartphone,3.8,84.39,78.67,Engineering,Under 18,South,-3.68
1273,Laptop,6.8,79.58,78.62,Business,18-22,East,-1.14
1274,Desktop,5.5,70.63,78.52,Engineering,18-22,East,-8.4
1275,Tablet,4.2,70.3,76.19,Medical,18-22,Central,-7.32
1276,Smartphone,4.3,57.14,80.74,Medical,23-30,West,-9.46
1277,Laptop,5.2,84.96,73.15,Sciences,Under 18,West,-3.63
1278,Hybrid Device,5.7,56.86,72.75,Sciences,23-30,Central,4.83
1279,Smartphone,3.8,69.06,68.19,Arts,18-22,West,3.11
1280,Smartphone,4.1,50.07,79.29,Business,23-30,South,-0.51
1281,Laptop,7.0,58.73,82.43,Medical,23-30,East,2.92
1282,Smartphone,3.4,51.79,73.34,Engineering,23-30,Central,-1.09
1283,Hybrid Device,5.8,81.16,69.76,Arts,Under 18,South,-4.47
1284,Smartphone,3.3,64.03,75.18,Engineering,23-30,Central,-7.4
1285,Hybrid Device,6.2,64.3,84.78,Medical,23-30,East,-0.2
1286,Laptop,6.5,57.16,84.78,Medical,23-30,West,-7.1
1287,Tablet,5.0,70.37,78.2,Medical,23-30,South,-3.74
1288,Smartphone,3.5,50.08,78.52,Medical,23-30,East,2.39
1289,Tablet,5.2,58.34,77.99,Engineering,23-30,Central,-8.06
1290,Hybrid Device,6.1,66.49,69.79,Arts,23-30,North,-8.06
1291,Smartphone,3.3,78.16,77.13,Medical,18-22,South,-6.63
1292,Desktop,5.8,55.87,75.28,Sciences,23-30,Central,-1.72
1293,Tablet,4.9,63.53,68.34,Arts,23-30,Central,-6.22
1294,Smartphone,5.0,78.07,75.23,Sciences,Under 18,East,-2.45
1295,Tablet,5.7,77.48,75.84,Engineering,18-22,Central,-5.47
1296,Smartphone,4.5,51.26,82.0,Medical,23-30,South,-2.41
1297,Laptop,6.8,76.37,71.68,Arts,Under 18,South,-5.84
1298,Tablet,5.5,54.56,80.09,Medical,23-30,Central,4.7
1299,Desktop,6.8,50.54,82.05,Medical,23-30,East,-2.61
1300,Desktop,5.1,53.68,69.61,Arts,23-30,South,1.15
1301,Hybrid Device,5.9,74.41,76.16,Medical,23-30,North,0.51
1302,Smartphone,4.5,55.37,76.82,Medical,23-30,West,-2.64
1303,Tablet,5.2,84.03,72.46,Business,Under 18,East,-6.42
1304,Hybrid Device,5.4,55.13,70.63,Business,23-30,East,-2.34
1305,Tablet,4.7,83.97,72.11,Arts,Under 18,West,0.21
1306,Smartphone,3.6,66.37,68.67,Arts,23-30,West,-3.1
1307,Desktop,5.5,71.7,75.94,Medical,Under 18,South,-8.77
1308,Laptop,5.7,71.64,76.56,Sciences,18-22,Central,-9.73
1309,Desktop,6.0,57.96,71.84,Arts,23-30,Central,-5.08
1310,Hybrid Device,6.7,67.66,79.52,Medical,18-22,North,-7.75
1311,Laptop,6.5,68.8,71.98,Sciences,18-22,Central,3.59
1312,Hybrid Device,6.7,68.45,71.52,Business,18-22,North,-7.36
1313,Smartphone,4.8,66.6,69.58,Arts,23-30,North,-4.09
1314,Laptop,5.8,75.37,83.85,Medical,18-22,East,0.68
1315,Hybrid Device,5.7,74.94,71.88,Business,Under 18,East,2.23
1316,Smartphone,3.1,73.11,77.69,Engineering,23-30,South,-2.83
1317,Desktop,6.9,78.77,79.62,Business,18-22,West,-7.28
1318,Smartphone,3.1,51.02,81.37,Medical,23-30,West,-5.94
1319,Tablet,5.5,60.3,73.52,Sciences,18-22,North,-3.72
1320,Smartphone,3.8,76.38,79.16,Engineering,Under 18,West,-4.53
1321,Smartphone,4.9,64.77,80.25,Engineering,23-30,North,-4.77
1322,Tablet,4.8,56.95,77.91,Engineering,23-30,West,-8.02
1323,Hybrid Device,6.6,65.19,73.72,Arts,18-22,South,3.7
1324,Hybrid Device,5.6,80.18,80.15,Medical,Under 18,East,-9.55
1325,Smartphone,3.6,65.04,80.3,Engineering,23-30,East,-3.4
1326,Tablet,5.2,63.34,79.52,Business,18-22,North,4.7
1327,Tablet,6.0,83.27,74.01,Sciences,Under 18,West,-0.1
1328,Desktop,6.0,80.2,81.05,Medical,Under 18,Central,-4.67
1329,Hybrid Device,6.9,75.44,76.09,Business,Under 18,South,-7.81
1330,Laptop,6.6,80.25,72.81,Arts,Under 18,West,4.46
1331,Hybrid Device,6.6,52.82,80.23,Engineering,23-30,Central,-9.79
1332,Hybrid Device,5.9,61.71,70.27,Business,23-30,South,0.22
1333,Desktop,5.8,72.53,82.33,Medical,Under 18,South,3.2
1334,Laptop,5.4,60.83,77.84,Business,18-22,East,-9.62
1335,Desktop,6.9,66.77,72.0,Arts,18-22,North,0.88
1336,Laptop,6.9,72.26,75.71,Sciences,Under 18,West,4.98
1337,Smartphone,4.5,79.5,72.41,Engineering,Under 18,South,-0.41
1338,Laptop,5.6,73.48,79.42,Medical,18-22,West,-3.78
1339,Desktop,5.5,72.23,80.18,Engineering,Under 18,South,3.12
1340,Hybrid Device,7.0,70.37,81.34,Engineering,Under 18,East,-1.69
1341,Laptop,5.1,69.82,74.29,Engineering,23-30,North,1.24
1342,Laptop,6.7,50.05,75.79,Business,23-30,Central,-1.18
1343,Tablet,4.7,75.16,78.04,Business,Under 18,Central,-9.43
1344,Hybrid Device,5.8,77.42,76.02,Sciences,Under 18,East,-6.8
1345,Smartphone,4.7,70.47,71.19,Arts,23-30,South,-8.82
1346,Desktop,5.2,82.58,75.19,Medical,Under 18,East,-8.4
1347,Smartphone,3.7,68.12,77.24,Business,23-30,North,-9.77
1348,Hybrid Device,6.9,56.18,79.73,Engineering,23-30,Central,-3.68
1349,Laptop,6.4,74.4,72.23,Arts,18-22,West,-7.32
1350,Laptop,6.5,56.16,82.66,Medical,23-30,Central,2.84
1351,Hybrid Device,6.5,64.29,79.31,Medical,18-22,North,1.25
1352,Laptop,5.1,70.94,84.94,Medical,18-22,South,-1.4
1353,Laptop,5.4,66.97,82.71,Medical,23-30,East,-2.66
1354,Laptop,6.0,70.8,74.63,Sciences,Under 18,Central,-6.16
1355,Desktop,5.7,51.5,84.34,Medical,23-30,Central,-2.88
1356,Desktop,5.8,75.68,74.08,Arts,18-22,West,-0.38
1357,Tablet,5.6,71.49,78.15,Business,23-30,East,1.73
1358,Smartphone,3.0,65.11,70.64,Arts,23-30,West,-8.77
1359,Hybrid Device,6.3,68.58,77.27,Engineering,18-22,West,0.63
1360,Hybrid Device,5.0,71.13,72.63,Sciences,23-30,South,1.14
1361,Hybrid Device,5.1,68.22,72.01,Sciences,23-30,Central,-1.62
1362,Tablet,4.8,71.59,77.12,Engineering,18-22,East,-6.79
1363,Desktop,6.7,74.8,70.78,Arts,Under 18,South,-1.91
1364,Tablet,4.3,63.96,67.45,Arts,18-22,South,-2.46
1365,Hybrid Device,6.1,68.37,81.23,Engineering,18-22,South,-2.86
1366,Smartphone,4.4,57.17,80.57,Medical,23-30,North,-3.09
1367,Laptop,5.5,66.79,80.27,Medical,18-22,North,-8.34
1368,Desktop,6.0,62.89,74.36,Business,23-30,South,-7.26
1369,Desktop,6.8,54.23,65.58,Arts,23-30,North,-8.54
1370,Tablet,5.0,70.15,73.82,Arts,23-30,East,-6.36
1371,Desktop,5.3,62.91,75.17,Engineering,18-22,Central,-6.05
1372,Hybrid Device,6.3,69.62,78.42,Engineering,18-22,East,-6.32
1373,Hybrid Device,6.2,68.65,81.07,Medical,23-30,Central,-6.84
1374,Tablet,4.1,77.28,70.84,Arts,Under 18,North,1.03
1375,Hybrid Device,5.2,75.42,70.26,Arts,Under 18,East,2.28
1376,Smartphone,3.3,69.5,71.45,Sciences,18-22,West,-5.09
1377,Tablet,4.3,71.22,72.81,Business,23-30,South,-5.42
1378,Smartphone,3.5,74.76,75.24,Business,23-30,Central,2.66
1379,Laptop,5.9,72.62,82.89,Medical,18-22,Central,-0.64
1380,Smartphone,3.7,81.9,69.32,Arts,Under 18,West,-5.6
1381,Laptop,6.8,60.29,71.63,Sciences,18-22,West,0.7
1382,Laptop,6.2,77.61,65.88,Arts,18-22,South,-4.83
1383,Smartphone,4.8,73.85,78.63,Engineering,23-30,North,-1.2
1384,Tablet,5.1,71.5,79.23,Medical,18-22,East,4.89
1385,Hybrid Device,5.2,81.31,71.25,Business,Under 18,East,-5.48
1386,Hybrid Device,5.9,70.25,71.74,Arts,18-22,East,3.96
1387,Laptop,6.6,57.16,77.08,Medical,23-30,North,-5.19
1388,Laptop,5.4,82.78,75.09,Business,Under 18,South,-1.9
1389,Tablet,4.2,64.92,68.06,Arts,23-30,East,-3.1
1390,Desktop,5.7,71.59,77.45,Sciences,18-22,Central,1.75
1391,Smartphone,3.8,73.18,77.28,Medical,18-22,Central,-9.08
1392,Laptop,5.6,77.12,69.2,Arts,18-22,Central,-0.59
1393,Hybrid Device,5.3,68.3,79.59,Business,23-30,West,1.41
1394,Tablet,4.5,64.22,73.19,Business,18-22,West,-2.92
1395,Smartphone,4.4,77.0,75.16,Sciences,Under 18,North,-8.42
1396,Tablet,4.8,84.7,78.17,Medical,Under 18,East,-6.33
1397,Smartphone,4.3,63.86,76.11,Medical,23-30,West,0.2
1398,Smartphone,4.1,73.46,71.28,Arts,23-30,Central,3.43
1399,Laptop,6.1,70.33,79.16,Business,23-30,West,-3.68
1400,Tablet,4.5,73.32,74.53,Business,18-22,Central,-1.59
1401,Tablet,5.0,75.24,75.01,Sciences,Under 18,East,-6.57
1402,Hybrid Device,5.0,74.56,74.87,Sciences,Under 18,North,-3.82
1403,Hybrid Device,5.9,79.65,79.15,Medical,Under 18,South,-4.95
1404,Laptop,6.1,60.81,76.15,Business,23-30,South,-0.17
1405,Laptop,5.4,69.97,67.59,Arts,23-30,Central,4.77
1406,Desktop,5.5,75.21,75.78,Engineering,18-22,West,2.2
1407,Hybrid Device,5.4,57.8,69.42,Arts,23-30,West,-7.12
1408,Smartphone,3.1,80.54,76.91,Sciences,Under 18,Central,-1.33
1409,Tablet,4.7,69.89,68.48,Arts,18-22,East,-9.0
1410,Laptop,7.0,58.08,76.35,Business,23-30,Central,-6.3
1411,Tablet,4.7,60.32,77.13,Medical,23-30,East,-7.42
1412,Tablet,4.9,83.43,74.53,Engineering,Under 18,North,-4.97
1413,Desktop,6.3,67.19,81.48,Medical,18-22,North,0.18
1414,Hybrid Device,6.3,57.18,79.62,Engineering,23-30,Central,-2.51
1415,Laptop,6.9,58.8,76.62,Engineering,23-30,North,3.99
1416,Tablet,5.7,64.29,73.35,Business,18-22,West,-6.81
1417,Laptop,6.6,70.89,79.1,Business,18-22,East,-4.54
1418,Smartphone,4.9,53.69,71.09,Sciences,23-30,South,-5.05
1419,Desktop,5.5,70.44,75.77,Sciences,23-30,South,-6.46
1420,Smartphone,4.2,73.38,78.9,Engineering,Under 18,North,4.9
1421,Laptop,6.8,71.96,75.52,Sciences,18-22,East,-4.19
1422,Laptop,6.2,53.13,79.35,Business,23-30,West,4.11
1423,Hybrid Device,7.0,74.46,75.83,Sciences,23-30,South,-4.14
1424,Tablet,4.2,61.36,75.02,Engineering,23-30,West,-6.94
1425,Tablet,4.9,70.55,78.53,Medical,23-30,West,-8.21
1426,Smartphone,5.0,81.53,68.91,Arts,Under 18,South,2.83
1427,Desktop,5.8,74.27,70.25,Sciences,18-22,South,-9.52
1428,Tablet,5.5,70.68,79.14,Business,23-30,North,4.47
1429,Hybrid Device,5.1,62.01,75.74,Medical,18-22,East,-3.73
1430,Smartphone,4.4,73.57,77.0,Business,18-22,Central,-6.29
1431,Smartphone,4.9,56.65,75.84,Sciences,23-30,East,-0.74
1432,Hybrid Device,5.8,69.65,80.44,Engineering,23-30,Central,-8.01
1433,Desktop,5.0,73.92,70.53,Arts,23-30,South,-8.92
1434,Hybrid Device,5.1,83.52,72.25,Arts,Under 18,West,2.42
1435,Desktop,6.8,52.87,78.03,Medical,23-30,East,-3.63
1436,Hybrid Device,6.4,67.39,72.46,Arts,18-22,West,-2.23
1437,Hybrid Device,5.2,67.29,75.43,Engineering,18-22,East,-7.35
1438,Laptop,5.1,71.83,79.03,Business,Under 18,East,-9.08
1439,Smartphone,4.6,52.45,73.63,Engineering,23-30,West,-4.48
1440,Hybrid Device,6.6,59.62,78.16,Medical,23-30,North,-2.41
1441,Hybrid Device,5.2,84.88,79.99,Medical,Under 18,South,1.48
1442,Tablet,4.6,78.53,72.76,Arts,Under 18,North,-2.48
1443,Smartphone,4.6,65.54,79.49,Engineering,23-30,North,1.74
1444,Tablet,5.1,61.78,72.11,Business,23-30,East,-8.27
1445,Smartphone,4.9,73.25,73.44,Engineering,18-22,South,-9.04
1446,Tablet,5.0,73.92,73.04,Business,23-30,East,-7.62
1447,Hybrid Device,6.4,64.72,74.84,Business,23-30,Central,1.58
1448,Hybrid Device,6.0,61.3,77.39,Engineering,18-22,East,1.39
1449,Laptop,6.9,69.86,73.43,Sciences,18-22,West,-7.88
1450,Tablet,4.8,79.86,78.63,Engineering,18-22,East,-9.54
1451,Desktop,5.5,67.75,74.28,Business,18-22,Central,0.28
1452,Laptop,5.7,78.91,84.46,Medical,Under 18,East,2.83
1453,Tablet,5.7,62.13,77.61,Medical,18-22,Central,1.31
1454,Tablet,5.0,72.12,71.27,Arts,Under 18,South,-6.96
1455,Laptop,5.7,77.49,81.11,Medical,18-22,East,-1.24
1456,Hybrid Device,6.1,66.01,72.25,Sciences,18-22,Central,1.36
1457,Tablet,4.3,66.11,74.12,Business,18-22,South,-6.16
1458,Hybrid Device,5.0,59.68,75.65,Engineering,23-30,West,-2.08
1459,Laptop,5.6,84.5,73.72,Engineering,Under 18,North,-5.28
1460,Hybrid Device,6.2,61.69,73.82,Sciences,18-22,Central,-6.62
1461,Smartphone,4.4,70.47,78.87,Medical,23-30,West,4.54
1462,Desktop,6.7,75.12,71.78,Business,Under 18,South,3.69
1463,Tablet,5.9,82.74,79.5,Medical,Under 18,West,-3.31
1464,Desktop,5.8,74.79,69.22,Arts,23-30,East,-7.95
1465,Hybrid Device,6.5,75.23,76.31,Medical,Under 18,North,0.92
1466,Tablet,4.1,53.23,66.31,Arts,23-30,Central,-6.16
1467,Hybrid Device,5.1,62.89,78.48,Engineering,18-22,South,-7.47
1468,Smartphone,3.2,68.97,77.07,Business,23-30,North,-4.28
1469,Laptop,5.9,72.17,74.41,Arts,Under 18,South,-2.05
1470,Tablet,4.4,73.91,75.87,Medical,Under 18,West,-8.54
1471,Smartphone,3.6,64.09,76.18,Medical,18-22,South,-1.42
1472,Smartphone,4.3,58.89,72.52,Engineering,23-30,South,-9.77
1473,Tablet,4.7,61.49,74.26,Sciences,18-22,West,3.38
1474,Hybrid Device,6.1,71.42,74.98,Sciences,23-30,West,3.81
1475,Smartphone,3.8,71.5,79.04,Medical,23-30,North,1.0
1476,Desktop,5.3,60.32,76.38,Sciences,23-30,Central,-3.0
1477,Smartphone,3.1,72.24,76.87,Business,18-22,West,-6.18
1478,Hybrid Device,5.5,72.84,77.89,Sciences,18-22,North,1.16
1479,Hybrid Device,5.1,81.24,71.38,Business,Under 18,South,3.98
1480,Desktop,6.2,70.41,75.58,Medical,18-22,South,-7.62
1481,Smartphone,4.6,62.76,77.75,Medical,23-30,East,-3.01
1482,Hybrid Device,5.7,65.78,75.19,Medical,23-30,West,-5.27
1483,Tablet,4.8,67.58,81.33,Engineering,23-30,North,-4.65
1484,Laptop,6.6,66.93,72.43,Sciences,18-22,North,-3.91
1485,Laptop,5.4,74.96,70.52,Arts,Under 18,Central,4.28
1486,Laptop,5.2,65.39,68.18,Arts,18-22,North,-6.12
1487,Smartphone,4.0,78.23,77.46,Medical,Under 18,West,-2.61
1488,Desktop,6.3,67.2,71.22,Sciences,18-22,North,4.27
1489,Hybrid Device,6.2,63.51,73.2,Business,23-30,East,-2.86
1490,Tablet,5.4,76.09,71.15,Arts,Under 18,South,2.95
1491,Tablet,4.1,76.73,84.72,Medical,18-22,South,-9.12
1492,Smartphone,3.9,51.83,70.58,Arts,23-30,North,4.3
1493,Laptop,5.5,78.58,70.33,Arts,Under 18,North,-7.19
1494,Smartphone,4.5,78.63,65.35,Arts,Under 18,North,4.7
1495,Desktop,6.7,59.59,83.4,Medical,23-30,North,-7.37
1496,Desktop,5.6,60.53,75.45,Medical,23-30,East,-3.33
1497,Hybrid Device,5.2,76.0,81.06,Engineering,18-22,West,-5.37
1498,Hybrid Device,5.5,65.61,77.39,Engineering,18-22,East,-3.5
1499,Desktop,5.2,71.79,73.68,Engineering,23-30,East,-6.24
1500,Desktop,5.6,77.93,69.52,Arts,18-22,East,4.48
1501,Desktop,6.1,66.27,77.96,Sciences,23-30,South,-5.41
1502,Smartphone,4.9,69.32,78.05,Medical,23-30,East,-0.2
1503,Desktop,5.8,72.26,74.69,Engineering,18-22,North,-7.94
1504,Tablet,4.4,70.51,70.94,Sciences,18-22,East,2.37
1505,Laptop,5.3,84.5,77.97,Engineering,Under 18,North,-1.86
1506,Desktop,5.3,74.24,72.89,Engineering,Under 18,West,4.69
1507,Laptop,5.4,63.08,76.13,Sciences,18-22,South,-3.65
1508,Smartphone,4.5,65.75,81.19,Engineering,18-22,West,-7.07
1509,Laptop,5.1,72.29,74.32,Arts,18-22,West,-4.81
1510,Smartphone,5.0,72.78,66.08,Arts,Under 18,South,1.05
1511,Tablet,5.0,78.18,70.58,Arts,18-22,North,-0.11
1512,Smartphone,4.1,76.17,70.97,Business,Under 18,North,1.68
1513,Smartphone,3.7,82.75,77.72,Engineering,Under 18,North,-8.9
1514,Hybrid Device,6.4,73.74,78.15,Business,Under 18,South,-1.29
1515,Desktop,5.9,74.7,80.38,Medical,Under 18,East,3.98
1516,Desktop,5.7,51.48,76.98,Sciences,23-30,Central,-8.38
1517,Tablet,4.5,65.16,83.02,Medical,18-22,East,-8.58
1518,Tablet,5.9,69.81,72.77,Business,18-22,East,0.75
1519,Desktop,5.6,73.65,71.3,Arts,23-30,West,-5.27
1520,Hybrid Device,5.9,67.78,72.07,Engineering,18-22,Central,-0.12
1521,Desktop,5.7,79.6,75.96,Engineering,Under 18,North,-1.82
1522,Hybrid Device,5.2,60.69,67.38,Arts,23-30,East,4.79
1523,Tablet,4.4,70.7,81.37,Engineering,Under 18,South,3.34
1524,Laptop,5.4,62.59,73.24,Sciences,23-30,East,0.17
1525,Tablet,5.4,70.99,75.23,Sciences,Under 18,North,-6.07
1526,Tablet,4.8,77.67,75.86,Sciences,18-22,East,-6.07
1527,Smartphone,4.6,75.06,82.73,Medical,18-22,West,3.23
1528,Smartphone,4.4,67.57,72.36,Arts,18-22,West,-1.22
1529,Smartphone,3.4,66.01,72.31,Sciences,23-30,East,1.84
1530,Smartphone,4.1,62.24,76.86,Business,18-22,West,-3.25
1531,Hybrid Device,6.5,67.56,74.39,Sciences,23-30,South,-8.45
1532,Desktop,6.3,82.34,80.97,Medical,Under 18,Central,-5.01
1533,Laptop,6.2,76.43,70.01,Business,18-22,East,-7.58
1534,Tablet,5.5,74.26,67.58,Arts,Under 18,South,1.73
1535,Hybrid Device,5.1,65.27,74.31,Arts,18-22,South,0.51
1536,Laptop,6.5,77.82,72.32,Sciences,Under 18,South,-8.67
1537,Hybrid Device,5.5,74.19,74.38,Business,23-30,North,-0.68
1538,Hybrid Device,6.1,78.41,71.87,Business,18-22,East,3.11
1539,Tablet,4.5,58.99,71.11,Sciences,23-30,East,0.46
1540,Desktop,6.7,69.5,71.67,Sciences,23-30,East,-2.33
1541,Smartphone,4.0,83.82,77.54,Engineering,Under 18,Central,-5.32
1542,Desktop,6.3,65.22,81.19,Engineering,18-22,South,3.31
1543,Tablet,5.6,70.76,72.61,Sciences,23-30,East,-3.66
1544,Tablet,5.8,74.02,78.23,Medical,Under 18,West,2.83
1545,Tablet,5.5,75.15,77.64,Engineering,Under 18,North,1.74
1546,Laptop,5.3,72.98,72.85,Sciences,Under 18,Central,2.24
1547,Desktop,6.7,70.14,79.1,Business,18-22,North,4.85
1548,Desktop,6.2,76.87,75.78,Engineering,18-22,South,1.23
1549,Hybrid Device,6.2,77.92,79.9,Medical,Under 18,West,-9.49
1550,Hybrid Device,6.8,62.47,70.33,Arts,18-22,South,-6.92
1551,Hybrid Device,5.5,73.78,77.82,Business,Under 18,East,-9.47
1552,Tablet,4.5,71.26,80.64,Medical,18-22,North,-7.15
1553,Desktop,6.0,71.66,77.39,Medical,18-22,West,-9.08
1554,Tablet,5.5,78.65,76.24,Medical,Under 18,North,-2.48
1555,Laptop,5.9,71.16,79.38,Business,Under 18,Central,-9.58
1556,Hybrid Device,6.3,75.07,83.02,Medical,18-22,West,-2.91
1557,Tablet,4.9,83.64,65.23,Arts,Under 18,Central,3.48
1558,Tablet,5.2,77.66,80.22,Engineering,Under 18,West,1.23
1559,Laptop,6.6,80.78,75.91,Business,Under 18,East,4.16
1560,Smartphone,3.4,83.71,80.19,Medical,Under 18,North,-6.6
1561,Desktop,6.4,72.85,70.1,Sciences,18-22,North,-2.03
1562,Smartphone,4.6,66.86,79.81,Engineering,23-30,South,-5.22
1563,Hybrid Device,5.9,74.43,71.98,Business,18-22,West,-2.59
1564,Tablet,4.6,73.91,75.82,Sciences,Under 18,West,-1.64
1565,Laptop,5.0,78.74,70.13,Sciences,Under 18,Central,-9.46
1566,Laptop,6.6,76.84,82.96,Medical,18-22,West,-6.5
1567,Desktop,5.7,74.44,70.23,Business,Under 18,North,0.57
1568,Smartphone,3.7,77.94,77.36,Medical,18-22,West,1.59
1569,Desktop,5.7,65.51,67.68,Arts,23-30,South,-1.46
1570,Tablet,5.0,76.35,71.26,Sciences,Under 18,South,-5.94
1571,Desktop,6.4,65.58,69.81,Arts,23-30,North,-3.92
1572,Laptop,6.5,60.05,77.84,Medical,23-30,North,-8.56
1573,Laptop,5.8,82.57,81.93,Engineering,Under 18,North,4.3
1574,Hybrid Device,6.3,77.23,74.64,Sciences,Under 18,West,3.03
1575,Hybrid Device,6.4,78.02,77.66,Engineering,18-22,West,-9.02
1576,Tablet,4.6,70.2,72.21,Business,18-22,East,-7.5
1577,Smartphone,3.2,79.91,73.27,Sciences,Under 18,Central,-1.28
1578,Desktop,6.8,79.95,66.24,Arts,18-22,West,-6.51
1579,Tablet,5.4,53.67,79.63,Engineering,23-30,East,4.02
1580,Hybrid Device,6.3,68.42,73.31,Business,23-30,East,1.33
1581,Desktop,5.1,72.08,76.02,Sciences,Under 18,South,-5.9
1582,Hybrid Device,6.6,76.78,73.72,Business,18-22,West,-9.91
1583,Desktop,6.1,78.95,74.89,Arts,Under 18,East,1.99
1584,Smartphone,4.7,73.45,71.37,Sciences,23-30,South,-3.64
1585,Tablet,5.9,82.99,70.02,Business,Under 18,Central,-0.36
1586,Desktop,6.9,71.12,80.95,Medical,Under 18,South,-5.7
1587,Laptop,6.7,72.06,77.62,Sciences,Under 18,Central,-7.86
1588,Laptop,5.0,79.02,75.18,Sciences,Under 18,North,0.13
1589,Desktop,6.8,62.96,70.69,Sciences,23-30,North,-3.25
1590,Desktop,5.2,72.53,74.32,Sciences,Under 18,South,-6.47
1591,Desktop,6.7,71.94,84.09,Medical,Under 18,North,-7.94
1592,Laptop,5.6,71.28,65.07,Arts,18-22,West,-1.29
1593,Laptop,6.2,70.73,76.67,Medical,Under 18,South,0.88
1594,Desktop,5.1,77.47,83.15,Medical,18-22,East,-5.74
1595,Hybrid Device,6.5,82.11,78.94,Business,Under 18,West,1.03
1596,Hybrid Device,5.2,75.71,79.07,Engineering,18-22,South,-7.25
1597,Smartphone,3.8,70.24,81.92,Engineering,Under 18,Central,-4.92
1598,Tablet,5.6,60.95,70.9,Business,18-22,North,1.17
1599,Hybrid Device,6.4,78.25,80.46,Medical,Under 18,North,-0.1
1600,Laptop,5.0,84.92,76.85,Business,Under 18,North,-5.94
1601,Hybrid Device,5.8,66.85,75.62,Sciences,18-22,South,-8.17
1602,Smartphone,3.1,75.17,77.93,Business,Under 18,West,-9.36
1603,Smartphone,4.3,72.01,79.18,Business,Under 18,Central,2.57
1604,Tablet,5.9,80.12,72.89,Sciences,Under 18,North,-8.87
